"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"MF","GO:0005261","monoatomic cation channel activity",262,0.479397804147204,1.98937147360477,1e-10,2.60193807975942e-08,2.05119601647842e-08,4644,"tags=50%, list=25%, signal=38%","Cacna1e/Pkd1l2/Trpm3/Ryr2/Catsper3/Cacna1c/Slc4a11/Grik4/Abcc9/Scn3a/Kcna2/Piezo2/Unc80/Kcnh8/Abcc8/Gria1/Kcnma1/Scn8a/Scn4b/Scn7a/Hcn1/Ryr1/Trpm1/Kcnq2/Grik3/Scn1a/Cnga2/Grik1/Trpv1/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Trpv3/Tmc2/Asic2/Kcnh5/Trpm6/Cacna1i/Pkd2l1/Trpm8/Slc6a4/Kcnh7/Scn2b/Cacnb3/Cacna1d/Scn10a/Kcnc2/Grin2b/Chrna3/Ano1/Chrna6/Ryr3/Trpc3/Scnn1b/Grin2a/Cacna1s/Tmem63c/Trpc4/Kcnu1/Rimbp2/Chrna5/Nalcn/Scn5a/Panx3/Kcnj15/Kcnj6/Kcna1/Chrnb2/Chrnd/Cngb3/Kcnh1/Fxyd4/Trpa1/Kcnk16/Kcnt2/Kcnj12/Snap25/Kcnk9/Kcnn3/Cacna2d1/Scn4a/Htr3a/Grm7/Lrrc55/Chrna4/Grik2/Chrnb3/Kcnh3/Cnga4/Kcnq3/Otop3/Cacng4/Trpv6/Htr3b/Otop1/Kcnk10/Trpc5/Trpc7/Catsper4/Scnn1g/Tmbim7/Tmem150c/Cnga3/Kcnip4/Oprm1/Cacng5/Kcng4/Tmc1/Slc24a3/Kcnj13/Grin3a/Calhm1/Tomm40/Kcnj9/Kcnh4/Cachd1/Cacna1b/Cacng1/Kcnv1/Faim2/Kcne2/Slc24a4/Kcne1/Pkd1l3/Cnga1/Trpm2/Kcnn2/Kcnk5/Hcn4/Kcnmb2/Ano9"
"MF","GO:0061659","ubiquitin-like protein ligase activity",326,-0.356210287304947,-1.97296759280975,1e-10,2.60193807975942e-08,2.05119601647842e-08,3800,"tags=39%, list=21%, signal=31%","Ccnc/Ankib1/Pias3/Cblb/Nsmce1/Rnf4/Xiap/Pja1/Ube2d2a/Ube2d1/Ube3c/Sh3rf1/Ppil2/Rnf40/Nedd4/Cbll1/Trim34a/Herc4/Rnf135/Rnf26/Trim35/Rnf170/Mkrn3/Rbbp6/Herc3/Trim30d/Pja2/Rnf111/Med11/Mul1/Pias2/Dtx2/Arih1/Rnf121/Trim23/Itch/Mdm2/G2e3/Rnf181/Atg5/Vps11/Lrsam1/Trim3/Vps18/Birc2/Med20/Ubr2/Rnf146/Siah1a/Rnf145/Lonrf1/Wwp1/Rnf122/Traf6/Rnf167/Med23/Rlim/Zzef1/Fbxw8/Brap/Tmem129/Maea/Zmiz1/Rnf220/Rnf208/Trim25/Trim12a/Rnf14/Trim32/Ring1/Rnf216/Irf2bp1/Pias1/Ube4b/Ube3b/Pcgf5/Nosip/Cbl/Trim26/Rnf166/Fbxw11/Rnf128/Rnf41/Rnf130/Mex3c/Btrc/Rmnd5b/Fbxo4/Mgrn1/Birc3/Lonrf3/Trim44/Ube3a/Rnf2/Trim62/Rnf19a/Rnf185/Cdc42/Rmnd5a/Fbxo44/Arih2/Med10/Rnf139/Rchy1/Egr2/Rnf114/Pml/Mib2/Amfr/Traf5/Mylip/Siah2/Rnf11/Rnf38/Smurf2/Irf2bpl/Mkrn1/Fbxo30/Peli1/Rnf125/Msl2/Neurl3/Trim8/Wsb1/Rnf144a/Trim47"
"BP","GO:1902105","regulation of leukocyte differentiation",329,-0.35079237743086,-1.9712428418759,1e-10,2.60193807975942e-08,2.05119601647842e-08,2605,"tags=32%, list=14%, signal=28%","Gsk3b/Hmgb3/Pnp/Nedd9/Traf6/Sos1/Ctnnb1/Il4/Il7r/Zeb1/Braf/H2-Oa/Clec4g/Ap3b1/Loxl3/Zmiz1/Csf1/Notch2/Xrcc6/Ror2/Il4ra/Gimap5/Arid2/Ubash3b/Clptm1/Ep300/Sos2/Nckap1l/Bcl6/Shb/Rhoa/H2-DMa/Ninj1/Irf1/Bmp4/Zfp36l1/Rnf41/Tcta/Brd2/Pik3r1/Cyp26b1/Tmem176b/Ndfip1/Zc3h12a/Sfrp1/Sh2b3/Trib1/Il18/Lyn/Rorc/Tnfsf4/Cd44/Zfp608/Ikzf1/Nrarp/Actb/Jak3/Tfe3/Pglyrp2/Inpp5d/Itgam/Tmem64/Il12a/Syk/Ppp3ca/Anxa1/Ctla2a/Itgb3/Zfp36l2/Il15/Hcls1/Sox4/Nfam1/Rag2/Socs5/Lgals9/Nfkbiz/Rhoh/Il2rg/Prdm16/Egr3/Nfkbid/Cd24a/Vnn1/Zbtb7a/Mmp14/Sash3/Tal1/Fos/Stat5a/Gfi1b/Pf4/Smarca2/Stat5b/Rbp1/Rassf2/Cd27/Tgfbr2/Flt3/Gas6/Klf10/Smad7/Car2/Gata2"
"MF","GO:0061630","ubiquitin protein ligase activity",309,-0.348143752070361,-1.91564594682616,1e-10,2.60193807975942e-08,2.05119601647842e-08,3800,"tags=38%, list=21%, signal=31%","Ccnc/Ankib1/Cblb/Nsmce1/Rnf4/Xiap/Pja1/Ube2d2a/Ube2d1/Ube3c/Sh3rf1/Ppil2/Rnf40/Nedd4/Cbll1/Trim34a/Herc4/Rnf135/Rnf26/Trim35/Rnf170/Mkrn3/Rbbp6/Herc3/Trim30d/Pja2/Rnf111/Med11/Mul1/Dtx2/Arih1/Rnf121/Trim23/Itch/Mdm2/G2e3/Rnf181/Vps11/Lrsam1/Trim3/Vps18/Birc2/Med20/Ubr2/Rnf146/Siah1a/Rnf145/Lonrf1/Wwp1/Rnf122/Traf6/Rnf167/Med23/Rlim/Fbxw8/Brap/Tmem129/Maea/Rnf220/Rnf208/Trim25/Trim12a/Rnf14/Trim32/Ring1/Rnf216/Irf2bp1/Ube4b/Ube3b/Pcgf5/Nosip/Cbl/Trim26/Rnf166/Fbxw11/Rnf128/Rnf41/Rnf130/Mex3c/Btrc/Rmnd5b/Fbxo4/Mgrn1/Birc3/Lonrf3/Trim44/Ube3a/Rnf2/Trim62/Rnf19a/Rnf185/Cdc42/Rmnd5a/Fbxo44/Arih2/Med10/Rnf139/Rchy1/Rnf114/Mib2/Amfr/Traf5/Mylip/Siah2/Rnf11/Rnf38/Smurf2/Irf2bpl/Mkrn1/Fbxo30/Peli1/Rnf125/Msl2/Neurl3/Trim8/Wsb1/Rnf144a/Trim47"
"CC","GO:1902495","transmembrane transporter complex",377,0.439021376720831,1.85595564611864,1e-10,2.60193807975942e-08,2.05119601647842e-08,2928,"tags=32%, list=16%, signal=27%","Slc17a8/Fxyd1/Cacna1e/Cox4i2/Atp6v0e2/Ryr2/Catsper3/Cacna1c/AA467197/Grik4/Abcc9/Atp6v1c2/Scn3a/Kcna2/Olfm1/Unc80/Kcnh8/Abcc8/Gria1/Abcg5/Catsperg2/Kcnma1/Scn8a/Scn4b/Cybb/Hcn1/Atp6v0a4/Ryr1/Kcnq2/Grik3/Scn1a/Cnga2/Gabrg2/Grik1/Cnih3/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Clcnka/Catsperb/Lrrtm4/Kcnh5/Cacna1i/Pkd2l1/Gabrb2/Kcnh7/Scn2b/Cacnb3/Cacna1d/Ano2/Scn10a/Clcn1/Kcnc2/Grin2b/Chrna3/Ano1/Gria4/Chrna6/Ryr3/Trpc3/Scnn1b/Trdn/Grin2a/Cacna1s/Trpc4/Dpp10/Kcnu1/Clcnkb/Chrna5/Nalcn/Scn5a/Gabra1/Atp4b/Kcnj15/Kcnj6/Kcna1/Chrnb2/Chrnd/Cntnap2/Shisa6/Cngb3/Ttyh2/Kcnh1/Akap6/Glra1/Slc17a6/Grid2/Fxyd4/Atp1a3/Atp6ap1l/Gabrg3/Kcnj12/Snap25/Ndufa10/Cacna2d1/Gabra5/Scn4a/Htr3a/Gabrp/Olfm3/Atp1b4/Lrrc55/Gabrr3/Gabrb3/Hspa2/Pln/Dpp6/Chrna4/Gabrb1/Grik2/Wdr93/Chrnb3/Kcnh3/Cnga4/Tcirg1/Kcnq3/Cacng4/Trpv6/Htr3b"
"MF","GO:0046873","metal ion transmembrane transporter activity",394,0.427330227358104,1.81268988250063,1e-10,2.60193807975942e-08,2.05119601647842e-08,5150,"tags=47%, list=28%, signal=35%","Slc17a8/Cacna1e/Pkd1l2/Trpm3/Slc1a1/Ryr2/Catsper3/Cacna1c/Slc4a11/Grik4/Abcc9/Scn3a/Kcna2/Slc4a10/Tfrc/Kcnh8/Abcc8/Gria1/Slc1a2/Kcnma1/Scn8a/Scn4b/Scn7a/Hcn1/Slc6a3/Slc13a4/Slc6a11/Ryr1/Slc4a9/Slc6a7/Slc5a8/Trpm1/Atp12a/Kcnq2/Grik3/Scn1a/Slc9a3/Slc4a4/Slc5a4b/Cnga2/Atp2b2/Slc28a1/Grik1/Trpv1/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Trpv3/Tmc2/Asic2/Kcnh5/Slc9c1/Trpm6/Cacna1i/Slc12a1/Pkd2l1/Trpm8/Slc6a4/Kcnh7/Scn2b/Cacnb3/Cacna1d/Scn10a/Mfsd2a/Kcnc2/Grin2b/Ryr3/Slc6a1/Trpc3/Atp13a4/Scnn1b/Grin2a/Cacna1s/Slc6a2/Trpc4/Kcnu1/Rimbp2/Slc28a3/Nalcn/Scn5a/Slc34a2/Panx3/Atp2b3/Slc6a12/Atp4b/Kcnj15/Kcnj6/Kcna1/Slc8a3/Nipal4/Slc6a5/Kcnh1/Slc1a3/Slc10a6/Slc29a1/Slc17a6/Fxyd4/Trpa1/Slc5a10/Atp1a3/Kcnk16/Kcnt2/Slc38a4/Slc13a3/Slc6a18/Slc39a12/Kcnj12/Snap25/Kcnk9/Kcnn3/Cacna2d1/Slc5a4a/Scn4a/Slc5a12/Grm7/Lrrc55/Slc13a1/Slc30a8/Grik2/Kcnh3/Slc39a4/Kcnq3/Cacng4/Trpv6/Kcnk10/Slc6a20a/Slc5a9/Slc5a7/Trpc5/Trpc7/Slc30a10/Slc13a5/Catsper4/Scnn1g/Atp1a4/Tmbim7/Cnga3/Kcnip4/Oprm1/Cacng5/Kcng4/Tmc1/Slc24a3/Kcnj13/Grin3a/Calhm1/Slc4a5/Kcnj9/Kcnh4/Slc8a2/Cachd1/Slc38a3/Cacna1b/Cacng1/Kcnv1/Faim2/Kcne2/Slc24a4/Kcne1/Pkd1l3/Cnga1/Slc30a2/Trpm2/Kcnn2/Slc6a14/Slc1a7/Kcnk5/Hcn4/Kcnmb2/Nipal1/Slc39a5/Ano9/Kcnip2/Slc4a8/Slc10a2/Kcnj2/Kcnt1/Lrrc38/Slc22a1/Slc12a5/Kcnmb3/Hrh1/Slc10a4/Mcoln3/Kcnmb1"
"BP","GO:0007600","sensory perception",432,0.425839218396412,1.81136097660417,1e-10,2.60193807975942e-08,2.05119601647842e-08,5112,"tags=45%, list=28%, signal=33%","Tmem87a/Slc17a8/Nrg1/Cacna1e/Ush2a/Fabp5/Ppt1/Gnb1/Gpr179/Pgap1/Adgrv1/Cfh/Lrp2/Ccr2/Ifng/Kcna2/Slc4a10/Piezo2/Gm7609/Pawr/Rgr/Pcdh15/Kcnma1/Scn8a/Vmn1r13/Slc6a3/Atp6v0a4/Col6a1/Tecta/Trpm1/Col11a1/Kcnq2/Cemip/Otog/Vsx2/Lpo/Gucy2e/Scn1a/Lctl/Ptprq/Col2a1/Cnga2/Atp2b2/Trpv1/Loxhd1/Scn9a/Dcdc2a/Otogl/Cacna1f/Cntn5/Tmc2/Otoa/Asic2/Grk1/Cabp2/Pkd2l1/Trpm8/Myo7b/Tmc7/Cacnb3/Cacna1d/Scn10a/Opn1mw/Grin2b/Ano1/Gucy2f/Otof/Atp8b1/Npy1r/Scnn1b/Gucy2d/Pigr/Grin2a/Rpe65/Tectb/D130043K22Rik/Col1a1/Chrna5/Prph2/Tub/Gja10/Bpifb9a/Kcna1/Chrnb2/Vmn1r45/Cngb3/Rlbp1/Tas2r108/Myo3a/Rtp2/Pde6c/Slc1a3/Rp1l1/Glra1/Rs1/Opn4/Ankfn1/Cd36/Myo1a/Olfr908/Trpa1/Ccl2/Lrat/Tas2r126/Tbx18/Gjb6/Ush1c/Srrm4/Vmn2r1/Adora1/Pkhd1l1/Arr3/Ephb1/Grm7/Ppef1/Myc/Crybb2/Lrit3/Crygs/Impg1/Vmn1r52/Tas2r138/Chrna4/Grik2/Pde6a/Azgp1/Cnga4/Lamc3/Kcnq3/Crygc/Aloxe3/Vsx1/Htr7/Vmn1r11/Vmn1r54/Rtp1/Clrn3/Rp1/Mme/Myo7a/Gjc3/Tas2r139/Scnn1g/Drd2/Tmem150c/Lef1/Ffar4/Cnga3/Pdyn/Oprm1/Iapp/Tmc1/Myo3b/Map1a/Calhm1/Slc26a5/Pnoc/Vmn1r43/Wnt10b/Serpinb6c/Ppef2/Ccdc154/Nob1/Myh14/Cdh23/Epyc/Nyx/Taar5/Serpinb6d/Pde6g/Impg2/Pde1c/Slc24a4/Pkd1l3/Guca1b/Cnga1/Tas2r106/Th/Homer2/Grm3/Ano9/Lhfpl4/Vmn2r26/Smr2/Gprc5c/Penk/Tas2r104/Gnat3/Car6/Strc/Crym/Chrna9/Cfap69/Sema5a/Vmn1r15/Mcoln3"
"CC","GO:1990351","transporter complex",402,0.424714285780361,1.80342720653464,1e-10,2.60193807975942e-08,2.05119601647842e-08,2928,"tags=31%, list=16%, signal=26%","Slc17a8/Fxyd1/Cacna1e/Cox4i2/Atp6v0e2/Atp10b/Ryr2/Catsper3/Cacna1c/AA467197/Grik4/Abcc9/Atp6v1c2/Scn3a/Kcna2/Olfm1/Unc80/Kcnh8/Abcc8/Gria1/Abcg5/Catsperg2/Kcnma1/Scn8a/Scn4b/Cybb/Hcn1/Atp6v0a4/Ryr1/Kcnq2/Grik3/Scn1a/Cnga2/Gabrg2/Grik1/Cnih3/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Clcnka/Catsperb/Lrrtm4/Kcnh5/Cacna1i/Pkd2l1/Gabrb2/Kcnh7/Scn2b/Cacnb3/Cacna1d/Ano2/Scn10a/Clcn1/Kcnc2/Grin2b/Chrna3/Ano1/Gria4/Chrna6/Ryr3/Atp8b1/Trpc3/Scnn1b/Trdn/Grin2a/Cacna1s/Trpc4/Dpp10/Kcnu1/Clcnkb/Chrna5/Nalcn/Scn5a/Gabra1/Atp4b/Kcnj15/Kcnj6/Kcna1/Chrnb2/Chrnd/Cntnap2/Shisa6/Cngb3/Ttyh2/Kcnh1/Akap6/Glra1/Slc17a6/Grid2/Fxyd4/Atp1a3/Atp6ap1l/Gabrg3/Kcnj12/Snap25/Ndufa10/Cacna2d1/Gabra5/Scn4a/Htr3a/Gabrp/Olfm3/Atp1b4/Lrrc55/Gabrr3/Gabrb3/Hspa2/Pln/Atp8b4/Dpp6/Chrna4/Gabrb1/Grik2/Wdr93/Chrnb3/Kcnh3/Cnga4/Tcirg1/Kcnq3/Cacng4/Trpv6/Htr3b"
"MF","GO:0015075","monoatomic ion transmembrane transporter activity",616,0.417879698651109,1.79279781841482,1e-10,2.60193807975942e-08,2.05119601647842e-08,5112,"tags=44%, list=28%, signal=33%","Slc17a8/Cacna1e/Cox4i2/Atp6v0e2/Pkd1l2/Trpm3/Slc1a1/Ryr2/Catsper3/Cacna1c/Slc4a11/Grik4/Abcc9/Atp6v1c2/Scn3a/Kcna2/Slc4a10/Piezo2/Tfrc/Unc80/Slc25a12/Kcnh8/Abcc8/Gria1/Slc1a2/Kcnma1/Scn8a/Scn4b/Tmc5/Scn7a/Hcn1/Slc6a3/Ano3/Slc13a4/Atp6v0a4/Slc6a11/Ryr1/Slc4a9/Oca2/Slc6a7/Slc16a1/Slc5a8/Grid1/Trpm1/Atp12a/Slc41a2/Clca1/Clca4b/Ucp3/Kcnq2/Grik3/Clca4a/Clca2/Scn1a/Slc9a3/Slc4a4/Slc5a4b/Atp13a5/Slc15a1/Cnga2/Gabrg2/Atp2b2/Slc28a1/Grik1/Trpv1/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Clcnka/Trpv3/Tmc2/Asic2/Kcnh5/Slc9c1/Trpm6/Cacna1i/Slc12a1/Pkd2l1/Trpm8/Gabrb2/Slc6a4/Tmc7/Kcnh7/Scn2b/Cacnb3/Cacna1d/Ano2/Scn10a/Mfsd2a/Clcn1/Kcnc2/Grin2b/Chrna3/Ano1/Gria4/Chrna6/Sfxn1/Ryr3/Slc6a1/Slc26a3/Trpc3/Atp13a4/Scnn1b/Grin2a/Cacna1s/Slc6a2/Slc47a1/Ano5/Tmem63c/Trpc4/Kcnu1/Rimbp2/Clcnkb/Chrna5/Slc28a3/Nalcn/Scn5a/Slc34a2/Panx3/Atp2b3/Gabra1/Slc6a12/Atp4b/Kcnj15/Apol10b/Kcnj6/Kcna1/Chrnb2/Chrnd/Clca3a2/Cngb3/Apol10a/Slc26a7/Slc36a3/Slc29a4/Slc8a3/Nipal4/Slc6a5/Ttyh2/Kcnh1/Slc1a3/Slc10a6/Slc29a1/Glra1/Clca3b/Slc17a6/Grid2/Fxyd4/Slc17a3/Tmc3/Trpa1/Slc5a10/Atp1a3/Kcnk16/Kcnt2/Slc38a4/Slc13a3/Slc6a18/Gabrg3/Slc39a12/Kcnj12/Snap25/Kcnk9/Ndufa10/Kcnn3/Cacna2d1/Ucp1/Gabra5/Slc5a4a/Scn4a/Htr3a/Slc5a12/Gabrp/Grm7/Lrrc55/Gabrr3/Gabrb3/Slc13a1/Slc30a8/Chrna4/Gabrb1/Ano4/Grik2/Slc19a1/Chrnb3/Kcnh3/Slc39a4/Cnga4/Kcnq3/Otop3/Cacng4/Trpv6/Htr3b/Otop1/Gabra6/Kcnk10/Slc6a20a/Slc5a9/Slc5a7/Trpc5/Trpc7/Slc30a10/Gabrg1/Slc13a5/Catsper4/Apol8/Scnn1g/Atp1a4/Tmbim7/Slc45a1/Tmem150c/Cnga3/Kcnip4/Oprm1/Cacng5/Kcng4/Tmc1/Cox5a/Slc24a3/Kcnj13/Grin3a/Slc26a4/Calhm1/Tomm40/Slc4a5/Slc26a5/Kcnj9/Kcnh4/Slc8a2/Cachd1/Slc38a3/Ano7/Cacna1b/Cacng1/Slc47a2/Kcnv1/Faim2/Kcne2/Slc24a4/Kcne1/Pkd1l3/Cnga1/Slc30a2/Trpm2/Kcnn2/Slc6a14/Slc1a7/Kcnk5/Cyc1/Hcn4/Kcnmb2/Nipal1/Slc39a5/Ano9/Gabrq/Kcnip2/Slc4a8/Slc10a2/Kcnj2/Kcnt1/Sfxn5/Lrrc38/Lrrc8c/Slc22a1/Best3/Slc12a5/Kcnmb3/Chrna9/Hrh1/Slc10a4/Mcoln3"
"MF","GO:0008324","monoatomic cation transmembrane transporter activity",508,0.41800113791274,1.78819206669937,1e-10,2.60193807975942e-08,2.05119601647842e-08,4644,"tags=42%, list=25%, signal=32%","Slc17a8/Cacna1e/Cox4i2/Atp6v0e2/Pkd1l2/Trpm3/Slc1a1/Ryr2/Catsper3/Cacna1c/Slc4a11/Grik4/Abcc9/Atp6v1c2/Scn3a/Kcna2/Slc4a10/Piezo2/Tfrc/Unc80/Slc25a12/Kcnh8/Abcc8/Gria1/Slc1a2/Kcnma1/Scn8a/Scn4b/Scn7a/Hcn1/Slc6a3/Slc13a4/Atp6v0a4/Slc6a11/Ryr1/Slc4a9/Slc6a7/Slc16a1/Slc5a8/Trpm1/Atp12a/Slc41a2/Ucp3/Kcnq2/Grik3/Scn1a/Slc9a3/Slc4a4/Slc5a4b/Atp13a5/Slc15a1/Cnga2/Atp2b2/Slc28a1/Grik1/Trpv1/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Trpv3/Tmc2/Asic2/Kcnh5/Slc9c1/Trpm6/Cacna1i/Slc12a1/Pkd2l1/Trpm8/Slc6a4/Kcnh7/Scn2b/Cacnb3/Cacna1d/Scn10a/Mfsd2a/Kcnc2/Grin2b/Chrna3/Ano1/Chrna6/Ryr3/Slc6a1/Trpc3/Atp13a4/Scnn1b/Grin2a/Cacna1s/Slc6a2/Slc47a1/Tmem63c/Trpc4/Kcnu1/Rimbp2/Chrna5/Slc28a3/Nalcn/Scn5a/Slc34a2/Panx3/Atp2b3/Slc6a12/Atp4b/Kcnj15/Kcnj6/Kcna1/Chrnb2/Chrnd/Cngb3/Slc36a3/Slc29a4/Slc8a3/Nipal4/Slc6a5/Kcnh1/Slc1a3/Slc10a6/Slc29a1/Slc17a6/Fxyd4/Trpa1/Slc5a10/Atp1a3/Kcnk16/Kcnt2/Slc38a4/Slc13a3/Slc6a18/Slc39a12/Kcnj12/Snap25/Kcnk9/Ndufa10/Kcnn3/Cacna2d1/Ucp1/Slc5a4a/Scn4a/Htr3a/Slc5a12/Grm7/Lrrc55/Slc13a1/Slc30a8/Chrna4/Grik2/Chrnb3/Kcnh3/Slc39a4/Cnga4/Kcnq3/Otop3/Cacng4/Trpv6/Htr3b/Otop1/Kcnk10/Slc6a20a/Slc5a9/Slc5a7/Trpc5/Trpc7/Slc30a10/Slc13a5/Catsper4/Scnn1g/Atp1a4/Tmbim7/Slc45a1/Tmem150c/Cnga3/Kcnip4/Oprm1/Cacng5/Kcng4/Tmc1/Cox5a/Slc24a3/Kcnj13/Grin3a/Calhm1/Tomm40/Slc4a5/Kcnj9/Kcnh4/Slc8a2/Cachd1/Slc38a3/Cacna1b/Cacng1/Slc47a2/Kcnv1/Faim2/Kcne2/Slc24a4/Kcne1/Pkd1l3/Cnga1/Slc30a2/Trpm2/Kcnn2/Slc6a14/Slc1a7/Kcnk5/Cyc1/Hcn4/Kcnmb2/Nipal1/Slc39a5/Ano9"
"MF","GO:0022890","inorganic cation transmembrane transporter activity",475,0.414297638362415,1.76926983808894,1e-10,2.60193807975942e-08,2.05119601647842e-08,4644,"tags=41%, list=25%, signal=32%","Slc17a8/Cacna1e/Cox4i2/Atp6v0e2/Pkd1l2/Trpm3/Slc1a1/Ryr2/Catsper3/Cacna1c/Slc4a11/Grik4/Abcc9/Atp6v1c2/Scn3a/Kcna2/Slc4a10/Tfrc/Slc25a12/Kcnh8/Abcc8/Gria1/Slc1a2/Kcnma1/Scn8a/Scn4b/Scn7a/Hcn1/Slc6a3/Slc13a4/Atp6v0a4/Slc6a11/Ryr1/Slc4a9/Slc6a7/Slc16a1/Slc5a8/Trpm1/Atp12a/Slc41a2/Ucp3/Kcnq2/Grik3/Scn1a/Slc9a3/Slc4a4/Slc5a4b/Slc15a1/Cnga2/Atp2b2/Slc28a1/Grik1/Trpv1/Scn9a/Cacna2d3/Cacna1f/Kcnj8/Trpv3/Tmc2/Asic2/Kcnh5/Slc9c1/Trpm6/Cacna1i/Slc12a1/Pkd2l1/Trpm8/Slc6a4/Kcnh7/Scn2b/Cacnb3/Cacna1d/Scn10a/Mfsd2a/Kcnc2/Grin2b/Gria4/Ryr3/Slc6a1/Trpc3/Atp13a4/Scnn1b/Grin2a/Cacna1s/Slc6a2/Slc47a1/Tmem63c/Trpc4/Kcnu1/Rimbp2/Slc28a3/Nalcn/Scn5a/Slc34a2/Panx3/Atp2b3/Slc6a12/Atp4b/Kcnj15/Kcnj6/Kcna1/Slc36a3/Slc8a3/Nipal4/Slc6a5/Kcnh1/Slc1a3/Slc10a6/Slc29a1/Slc17a6/Fxyd4/Trpa1/Slc5a10/Atp1a3/Kcnk16/Kcnt2/Slc38a4/Slc13a3/Slc6a18/Slc39a12/Kcnj12/Snap25/Kcnk9/Ndufa10/Kcnn3/Cacna2d1/Ucp1/Slc5a4a/Scn4a/Slc5a12/Grm7/Lrrc55/Slc13a1/Aqp8/Slc30a8/Grik2/Kcnh3/Slc39a4/Kcnq3/Otop3/Cacng4/Trpv6/Otop1/Rhcg/Kcnk10/Slc6a20a/Slc5a9/Slc5a7/Trpc5/Trpc7/Slc30a10/Slc13a5/Catsper4/Scnn1g/Atp1a4/Tmbim7/Slc45a1/Cnga3/Kcnip4/Oprm1/Cacng5/Kcng4/Tmc1/Cox5a/Slc24a3/Kcnj13/Grin3a/Calhm1/Slc4a5/Kcnj9/Kcnh4/Slc8a2/Cachd1/Slc38a3/Cacna1b/Cacng1/Slc47a2/Kcnv1/Faim2/Kcne2/Slc24a4/Kcne1/Pkd1l3/Cnga1/Slc30a2/Trpm2/Kcnn2/Slc6a14/Slc1a7/Kcnk5/Cyc1/Hcn4/Kcnmb2/Nipal1/Slc39a5/Ano9"
"CC","GO:0030312","external encapsulating structure",452,0.41396987787053,1.7636023899019,1e-10,2.60193807975942e-08,2.05119601647842e-08,2921,"tags=35%, list=16%, signal=30%","Igfbp7/Muc6/Sparc/Col27a1/Ush2a/Anxa2/Emilin2/Vcan/Lama1/Muc5b/Ctsz/Anxa3/Plxdc2/Hmcn1/Lama3/Angptl7/Lamb1/Fras1/Pxdn/Adam19/Col4a4/Col25a1/Fbln2/Svep1/Fbn2/Muc4/Col6a3/Lamc2/Frem1/Col9a3/Col12a1/Col22a1/Fcgbp/Ccbe1/Tnr/Col4a3/Col26a1/Vit/Col6a5/Thbs4/Matn2/Eln/Adamtsl3/Tnn/Col23a1/Vegfa/Lama2/Serpinc1/Col6a1/Tecta/Frem2/Col6a4/Col11a1/Lgals3/Col3a1/Otog/Col13a1/Zp2/Fgfr2/Hspg2/Adamtsl1/Sftpa1/Zan/Col9a1/Itih3/Reln/Ntn1/Ambp/Tgm3/Col2a1/Ltbp1/Tnc/Egfl6/Otogl/Adamts15/Acta2/Acan/Col24a1/Lrrtm4/Adamts19/Dmbt1/Oc90/Muc2/Alb/Pzp/Cilp/Lrrc15/Lgals1/Hsp90aa1/Kng1/Itih4/Col8a1/Fcnb/Zp3/Col14a1/Col6a6/Lrrc17/Adamts16/Serpinf2/Adamts17/Adamts18/Tectb/Lingo2/Vtn/Smoc2/Adamts20/Adamts5/Nphs1/Col9a2/Col1a1/Gh/Mmp20/Itih2/Cspg4/Dmp1/Spon1/Col19a1/Ncan/Cpn2/Col15a1/Col20a1/Itln1/Cst3/Matn3/Abi3bp/Mmp12/Calr/Pcolce2/Adamts7/Egflam/Mmp3/Adamts13/Angpt4/Plg/Pkhd1l1/Papln/Fn1/Vwa2/Efna5/Slit2/Mepe/Col7a1/Fbn1/Wnt7a/Igfbpl1/Impg1/Serpina3k/Sema3c/Serpini2/Wnt5b/Dcn/Mmp1a/Prg4/Lamc3/Sftpd/Spock3/Lad1/Gpc5"
