"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0044331","cell-cell adhesion mediated by cadherin",41,0.495701019909178,1.6202167728359,0.00427867942878752,0.0372185236426609,0.0293406242173498,3422,"tags=41%, list=19%, signal=34%","Epcam/Adam19/Vegfa/Cdh6/Cdhr2/Cdh12/Rgcc/Cdh3/Cdh2/Cdh9/Wnt3a/Cdh13/Cdh7/Cdh8/Cdh26/Cdh18/Cdh10"
"BP","GO:1901741","positive regulation of myoblast fusion",16,-0.590319417390489,-1.87696388884957,0.00430623108735615,0.0373777158076531,0.0294661207990044,2947,"tags=56%, list=16%, signal=47%","Flot1/Ehd2/Il4/Il4ra/Gdf15/Capn2/Cd53/Mapk14/Nfatc2"
"BP","GO:0018107","peptidyl-threonine phosphorylation",91,-0.320501182583829,-1.55436889234084,0.00430257329024552,0.0373777158076531,0.0294661207990044,2694,"tags=34%, list=15%, signal=29%","Camk2a/Tssk4/Tbk1/Sirt2/Phip/App/Gsk3b/Irgm1/Hipk2/Tnks1bp1/Lmtk2/Rock2/Atf2/Hipk3/Prkaca/Prkag2/Irgm2/Mapk1/Spred2/Spry2/Pdpk1/Ogt/Inpp5k/Ulk1/Dyrk1a/Sphk1/Camk2d/Spred1/Prkd2/Smad7/Trpc6"
"BP","GO:0140238","presynaptic endocytosis",84,-0.33101741423597,-1.59804182593308,0.00432936853194257,0.0375382265092574,0.02959265682778,2901,"tags=30%, list=16%, signal=25%","Itsn2/Ap3s2/Ap2m1/Pacsin1/Aak1/Pik3c3/Ctbp1/Fcho2/Ap2b1/Arf6/Synj2/Capn2/Mff/Cltb/Rock1/Actb/Pip5k1c/Ap2a2/Rac1/Tbc1d24/Btbd9/Cd24a/Rab27b/Atp8a1/Itsn1"
"BP","GO:0060716","labyrinthine layer blood vessel development",21,-0.542609775207933,-1.88609796879975,0.00434591397564141,0.0376412977890228,0.0296739114126269,3042,"tags=43%, list=17%, signal=36%","Fzd5/Llgl2/Fbxw8/Syde1/Mapk1/Junb/Hs6st1/Nfe2/Hes1"
"BP","GO:0043303","mast cell degranulation",52,-0.380809659740671,-1.61733204688045,0.00437203397740848,0.0377461608669209,0.0297565785326992,2400,"tags=40%, list=13%, signal=35%","Sphk2/Ptgds/Snx4/Pld2/Il4/Nr4a3/Il4ra/Cd300a/Cbl/Hmox1/Pdpk1/Lyn/Unc13d/Snap23/Ywhaz/Syk/Cd84/Gata1/Kit/Slc18a2/Gata2"
"BP","GO:0042088","T-helper 1 type immune response",52,-0.380691341460489,-1.61682953876026,0.00437203397740848,0.0377461608669209,0.0297565785326992,2500,"tags=42%, list=14%, signal=37%","Traf6/Il4/Il18bp/Il4ra/Irf1/Bcl3/Pla2g4a/Spn/Relb/Il18/Tnfsf4/Il27ra/Jak3/Il12a/Tmem98/Anxa1/Socs5/Stat4/Nfkbiz/Il18rap/Il1r1/Slamf1"
"BP","GO:0051321","meiotic cell cycle",274,0.332445242843804,1.38279913555654,0.00436745302532665,0.0377461608669209,0.0297565785326992,6443,"tags=45%, list=35%, signal=30%","Hmga2/Osm/Camk2b/Xlr4c/Mei1/Ttk/Nsun2/Ccnb1ip1/Smc4/Lfng/Zfp541/Cdc20/Xlr4b/Wee2/Tex11/Mov10l1/Kctd19/Piwil1/Cdc25c/Sycp2/Smc1b/Sycp1/Msh4/Fbxo43/Xlr3c/Dmrt1/Tex14/Tdrd1/Pnma5/Ankle1/Morc2b/Eme1/Calr/Plk1/Gm773/Rad21l/Rad51ap1/Rad51/Ccne1/Hspa2/Fanca/Exd1/Mnd1/Exo1/Hsf5/Cks2/Trim75/Ccna1/Mcmdc2/Hormad1/Trip13/Xlr5a/Tex15/Clgn/Gm5935/Syce1l/Piwil2/Slx/Gm1993/Ccnb3/Ska3/Smc2/Top2a/Meikin/Aurkc/Xlr4a/Tdrd12/Chtf18/Meiob/Mlh1/Fbxo5/Nuf2/Mastl/Cpeb1/Mre11a/Aurka/Piwil4/Brca2/Nbn/Usp17le/Incenp/Birc5/Tdrd9/Ccnb2/Stra8/Gm4297/Mos/Fkbp6/Dcaf13/Ereg/Cdc25a/Brdt/Rec114/Pkmyt1/Btbd18/Ndc80/Mael/Nek2/Rbbp8/Rps6ka2/Tubg1/Mybl1/Ncaph/Hormad2/Espl1/Fancd2/Psmc3ip/Spata17/Cenpe/Pms2/Mcm4/Mki67/Syce2/1700028K03Rik/Dnmt3l/Ncapd2/Gja1/Lif/Pde3a/Wnt4/Mcm5/Rbm46/Fmn2/Ccne2"
"CC","GO:0036464","cytoplasmic ribonucleoprotein granule",239,-0.245531515145727,-1.32436881224817,0.0043769750744843,0.0377484904769558,0.0297584150432837,4139,"tags=35%, list=23%, signal=28%","Dis3l2/Tnrc6c/Lsm14b/Clock/Lsm14a/Lsm4/Larp4b/Sncaip/Casc3/Mir23a/Trim21/Cma1/Ogfod1/Fmr1/Serpinb1a/Stau1/Fam184a/Endov/Dyrk3/Arc/Rnf135/Cirbp/Cnot8/Hnrnpk/Lsm1/Prkaa2/Trim30d/Btbd2/Tnrc6a/Ago3/Rps6/Uhmk1/Btbd1/Ythdf3/Helz/Iqgap1/Mex3b/Limd1/Hipk2/Helz2/Pan2/Trim25/Trim12a/Stau2/Nufip2/Eid1/Upf1/Pum1/Znfx1/Nynrin/Rock2/Tia1/G3bp2/Shb/Gabpb1/Poldip3/Zfp36l1/Khsrp/Eif4ebp2/Ago1/Zc3h12a/Rock1/Celf1/Ghr/Samd4b/Khnyn/Cdc42/Rbpms2/Actb/Sqstm1/Ago4/Rac1/Pnrc1/Marcks/Nfkbiz/Edc3/Zfp36/Apobec3/Dazap2/Carhsp1/Pnrc2/Rbpms/Ddx3y/Ddx4"
"BP","GO:0046530","photoreceptor cell differentiation",75,0.430177292684608,1.55765806398932,0.00439117563798783,0.0378096679697972,0.0298066433353367,3658,"tags=36%, list=20%, signal=29%","Thy1/Sdk2/Cfh/Samd11/Ntrk2/Hcn1/Vegfa/Trpm1/Grk1/Mfsd2a/Prom1/Prph2/Vax2os/Pde6c/Rp1l1/Ush1c/Samd7/Nr2e3/Olfm3/Cdhr1/Dscam/Nrl/Six3os1/Rp1/Gngt1/Miat/Cnga3"
"BP","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway",106,-0.298603662251064,-1.48638964417411,0.00439342633629991,0.0378096679697972,0.0298066433353367,2286,"tags=26%, list=12%, signal=23%","Pagr1a/Zmiz1/Kmt2d/Rnf14/Ep300/Rhoa/Ywhah/Jak2/Mapk1/Cyp7b1/Zdhhc7/Strn3/Ddx5/Ncoa1/Ube3a/Sfrp1/Hdac1/Sirt1/Calcoco1/Pten/Nr3c1/Ncoa2/Prmt2/Zbtb7a/Wbp2/Esr1/Per1/Kdm5d"
"CC","GO:0030666","endocytic vesicle membrane",76,-0.338956157466429,-1.56439864777756,0.00440212932985428,0.0378442628878217,0.0298339156822823,2591,"tags=30%, list=14%, signal=26%","Ap2m1/Rab22a/Irgm1/Coro1a/Rab5a/Csf3r/Ap2b1/Lamp2/Mcoln1/Rab8b/Eps15/Inpp5b/Rab10/Ap2a2/Ocrl/Rab11a/Slc48a1/Rab11b/Tapbp/H2-T23/Rab32/Rab38/Rab43"
"BP","GO:0050912","detection of chemical stimulus involved in sensory perception of taste",22,0.599265108229244,1.72410529399146,0.0044172639509534,0.0378540617208034,0.029841640434587,5648,"tags=82%, list=31%, signal=57%","Lpo/Pkd2l1/Pigr/Tas2r108/Rtp2/Tas2r126/Tas2r138/Azgp1/Rtp1/Tas2r139/Ffar4/Pkd1l3/Tas2r106/Tas2r104/Gnat3/Car6/Gnat2/Gnat1"
"CC","GO:0005778","peroxisomal membrane",53,-0.382819136800153,-1.62289002864132,0.00441732213868551,0.0378540617208034,0.029841640434587,4073,"tags=42%, list=22%, signal=32%","Pex11g/Hmgcr/Acbd5/Gnpat/Abcd1/Abcd3/Decr2/Acsl4/Pex13/Pxmp4/Slc25a17/Pex5/Pex6/Pex19/Pex11a/Nbr1/Pex26/Rab8b/Pnpla8/Tmem135/Cat/Acox1"
"CC","GO:0031903","microbody membrane",53,-0.382819136800153,-1.62289002864132,0.00441732213868551,0.0378540617208034,0.029841640434587,4073,"tags=42%, list=22%, signal=32%","Pex11g/Hmgcr/Acbd5/Gnpat/Abcd1/Abcd3/Decr2/Acsl4/Pex13/Pxmp4/Slc25a17/Pex5/Pex6/Pex19/Pex11a/Nbr1/Pex26/Rab8b/Pnpla8/Tmem135/Cat/Acox1"
"BP","GO:0042490","mechanoreceptor differentiation",82,0.426101016023076,1.56664584268224,0.00443578982715462,0.0379720525352081,0.0299346565944912,1252,"tags=23%, list=7%, signal=22%","Mycn/Cecr2/Ush2a/Adgrv1/Fat4/Pcdh15/Kcnma1/Ntrk2/Tecta/Otog/Ntrk3/Ptprq/Atp2b2/Otogl/Tshr/Gabrb2/Atp8b1/Bdnf/Esrp1"
"CC","GO:0030897","HOPS complex",13,-0.638868660522262,-1.88913582564656,0.00445102691171058,0.0380579611397714,0.0300023812605132,3011,"tags=46%, list=16%, signal=39%","Hook1/Vps11/Vps18/Vps41/Vps39/Aktip"
"BP","GO:0006940","regulation of smooth muscle contraction",50,-0.379976885073822,-1.59005659335193,0.00445524455367204,0.0380579611397714,0.0300023812605132,1789,"tags=32%, list=10%, signal=29%","Chrm3/Tbxa2r/Rhoa/Ptafr/Atp2b1/Ptger3/Adrb2/Sphk1/Cttn/Shc1/P2rx1/Calcrl/Kit/Ormdl3/Prkg1/Ptgs1"
"CC","GO:0008076","voltage-gated potassium channel complex",61,0.436724755764196,1.53608859842744,0.00448575402341002,0.0382781185461208,0.0301759388091785,5150,"tags=43%, list=28%, signal=31%","Kcna2/Kcnma1/Hcn1/Kcnq2/Kcnh5/Kcnc2/Dpp10/Kcna1/Cntnap2/Kcnh1/Snap25/Lrrc55/Dpp6/Kcnq3/Kcnip4/Kcng4/Kcnv1/Kcne2/Kcne1/Hcn4/Kcnmb2/Kcnip2/Kcnj2/Lrrc38/Kcnmb3/Kcnmb1"
"BP","GO:0048712","negative regulation of astrocyte differentiation",16,0.651491330480507,1.74454286902067,0.00451461412067138,0.0384837518028961,0.0303380464782403,896,"tags=25%, list=5%, signal=24%","Mycn/Hmga2/Ntrk3/Dab1"
"BP","GO:2000756","regulation of peptidyl-lysine acetylation",12,-0.661832704349107,-1.91589169779375,0.00453353018062175,0.0385636393574782,0.0304010245463965,3821,"tags=75%, list=21%, signal=59%","Sirt3/Dip2b/Hint2/Prkaa2/Prkaa1/Sirt1/Pml/Sox4/Nfe2"
"BP","GO:0043405","regulation of MAP kinase activity",147,-0.279289040911247,-1.46422343226973,0.00453261885295911,0.0385636393574782,0.0304010245463965,1888,"tags=20%, list=10%, signal=18%","Hipk3/Cd300a/Hgs/Spry2/Zeb2/Map3k11/Trib3/Sfrp1/Smpd1/Trib1/Lyn/Fgd4/Dusp1/Fzd8/Inpp5k/Syk/Gab1/Taok3/Rgs14/Insr/Spry1/Maged1/Cd24a/Trib2/Pik3cg/Tlr4/Irak3/Kit/Apoe"
"BP","GO:0061337","cardiac conduction",58,0.456575100702936,1.5872014459457,0.00454541943363676,0.0386241161337735,0.0304487004398358,5165,"tags=43%, list=28%, signal=31%","Ryr2/Dsp/Cacna1c/Abcc9/Ank2/Scn4b/Ace2/Dsc2/Scn2b/Cacna1d/Scn10a/Scn5a/Tnni3k/Tbx18/Ctnna3/Cacna2d1/Pln/Ehd3/Ace/Kcne2/Kcne1/Kcnn2/Hcn4/Kcnj2/Bin1"
"MF","GO:0004181","metallocarboxypeptidase activity",24,0.579067530303914,1.70547958397515,0.00461089697999102,0.0391393471589364,0.0308548745277594,4356,"tags=54%, list=24%, signal=41%","Ace2/Cpa4/Naalad2/Cpe/Agbl4/Folh1/Cpb2/Cpz/Cpa5/Cpb1/Agbl1/Cpa6/Cpm"
"MF","GO:0032182","ubiquitin-like protein binding",116,-0.2925705473123,-1.48036339593867,0.0046383603000514,0.0392899261894291,0.0309735810834283,3333,"tags=33%, list=18%, signal=27%","Trp53inp2/Stam/Nod1/Tom1l2/Ubxn2a/Ubxn8/Rnf111/Sirt2/Mdm2/Optn/Rad23a/Faf2/Birc2/Uevld/Stam2/Dcun1d3/Otub2/Trim32/Smad3/Zfand2b/Ikbkg/Ubap1/Hgs/Tom1l1/Cuedc1/Nbr1/Tnfaip3/Tollip/Eps15/Rnf185/Faap20/Dnajb2/Sqstm1/Pml/Amfr/Dcun1d1/Ube2l6/Klf1"
"BP","GO:0043062","extracellular structure organization",296,0.324334209963947,1.35476387822255,0.00463813887308508,0.0392899261894291,0.0309735810834283,2301,"tags=26%, list=13%, signal=23%","Col27a1/Anxa2/Lama1/Hmcn1/Angptl7/Lamb1/Pxdn/Col4a4/Pparg/Antxr1/Sulf2/Fermt1/Col9a3/Myh11/Itga8/Col22a1/Tnr/Col4a3/Vit/Matn2/Eln/Col23a1/Lama2/Col6a1/Col6a4/Col11a1/Lgals3/Col3a1/Col13a1/Hspg2/Adamtsl1/Col9a1/Col2a1/Egfl6/Rgcc/Adamts15/Acan/Col24a1/Adamts19/Sulf1/Col8a1/Col14a1/Adamts16/Serpinf2/Adamts17/Adamts18/Vtn/Smoc2/Adamts20/Adamts5/Nphs1/Col9a2/Col1a1/Mmp20/Pdpn/Rxfp1/Dmp1/Col19a1/Col15a1/Tex14/Cst3/Ctsg/Matn3/Abi3bp/Pdgfra/Mmp12/Wdr72/Adamts7/Egflam/Mmp3/Adamts13/Plg/Wnt3a/Flrt2/Papln/Fn1/Adtrp/P4ha3"
"BP","GO:0002440","production of molecular mediator of immune response",250,-0.23605124081424,-1.29389946710353,0.00465648761823066,0.0394021742857822,0.0310620700639647,2500,"tags=22%, list=14%, signal=19%","Traf6/Clcf1/Parp3/Il4/Il7r/Pagr1a/Nr4a3/Batf/Il4ra/Pkp3/Gimap5/Kdelr1/Bcl6/Tmbim6/Hmox1/Tnfaip3/Ube2j1/Hk1/Pkn1/Atg9a/Ndfip1/Crlf2/Pcyt1a/Lax1/Il18/Tnfsf4/Il27ra/Sirt1/Dnajb9/Jak3/Nlrx1/Il12a/Syk/Cd55/Tlr7/Fosl2/Nfkbiz/Sash3/Tlr4/H2-T23/Tnfrsf1b/Irak3/Itm2a/Il18rap/Laptm5/Tek/Il1r1/Slamf1/Kit/Cd81/Cd27/Gas6/Smad7/Angpt1"
"BP","GO:0006735","NADH regeneration",19,0.61245288588137,1.70434535813509,0.00467998479212669,0.0394769907152148,0.0311210503922104,949,"tags=16%, list=5%, signal=15%","Eno1b/Pgam1/Gpi1"
"BP","GO:0061621","canonical glycolysis",19,0.61245288588137,1.70434535813509,0.00467998479212669,0.0394769907152148,0.0311210503922104,949,"tags=16%, list=5%, signal=15%","Eno1b/Pgam1/Gpi1"
"BP","GO:0061718","glucose catabolic process to pyruvate",19,0.61245288588137,1.70434535813509,0.00467998479212669,0.0394769907152148,0.0311210503922104,949,"tags=16%, list=5%, signal=15%","Eno1b/Pgam1/Gpi1"
"BP","GO:0038166","angiotensin-activated signaling pathway",20,-0.555809912940258,-1.89622066458961,0.00469357995197052,0.0395503853929862,0.031178909905412,2327,"tags=45%, list=13%, signal=39%","Agtr1a/Camk2a/Rap1gds1/Rock2/Rock1/Rac1/Ppp3ca/Car2/Agtrap"
"BP","GO:0086011","membrane repolarization during action potential",18,0.625539757710379,1.71680253002933,0.00472412500951331,0.0397663064602886,0.0313491278043581,4861,"tags=56%, list=27%, signal=41%","Kcnj8/Scn2b/Cacnb3/Kcna1/Cacna2d1/Rnf207/Kcne2/Kcne1/Kcnn2/Kcnj2"
"BP","GO:0045746","negative regulation of Notch signaling pathway",35,-0.459304275358764,-1.76519115094117,0.00473957192951713,0.0398023656332634,0.0313775544731319,1755,"tags=31%, list=10%, signal=28%","Dll4/Bcl6/Cbfa2t2/Slc35c1/Kctd10/Nrarp/Arrb1/Zbtb7a/Mmp14/Egfl7/Gata2"
"BP","GO:0061614","miRNA transcription",71,-0.364602019954874,-1.65183129379352,0.00474318501482893,0.0398023656332634,0.0313775544731319,2728,"tags=32%, list=15%, signal=28%","Tgfbr1/Ncor2/App/Fosl1/Notch2/Myb/Smad3/Rest/Bmp4/Ddx5/Smad1/Nfatc3/Smad4/Nr3c1/Nr1h2/Srebf2/Ets1/Rela/Esr1/Fos/Stat3/Egr1/Gata2"
"BP","GO:0003170","heart valve development",58,-0.369392085928016,-1.62588226459511,0.00474117258251844,0.0398023656332634,0.0313775544731319,1755,"tags=29%, list=10%, signal=27%","Dll4/Bmpr2/Rhoa/Naglu/Bmp4/Nfatc1/Notch1/Pitx2/Zbtb14/Emilin1/Smad4/Sox4/Tie1/Tnfrsf1b/Mef2c/Efna1/Tgfbr2"
"MF","GO:0005338","nucleotide-sugar transmembrane transporter activity",13,-0.636361742836947,-1.8817228653561,0.00476228262726298,0.0398697649114211,0.0314306876095221,3423,"tags=77%, list=19%, signal=63%","Slc35a2/Slc35d2/Slc35d1/Tmem241/Slc35a3/Slc35c1/Slc35a1/Slc35a5/Slc35b4/Slc35d3"
"BP","GO:0097475","motor neuron migration",10,0.725839190343947,1.71309690300247,0.00476008970228865,0.0398697649114211,0.0314306876095221,1987,"tags=70%, list=11%, signal=62%","Celsr1/Vegfa/Tbx20/Reln/Ntn1/Dab1/Celsr3"
"BP","GO:0018209","peptidyl-serine modification",211,-0.245163186717504,-1.34274376961534,0.00476601817899181,0.0398697649114211,0.0314306876095221,2363,"tags=21%, list=13%, signal=19%","Irgm1/Hipk2/Braf/Crebl2/Tnks1bp1/Lmtk2/Mark2/Hgf/Prkaa1/Hipk3/Nsd1/Prkaca/Pak2/Irgm2/Mapk1/Spry2/Galnt2/Prkce/Rictor/Rock1/Nck1/Cd44/Ogt/Inpp5k/Pkd1/Syk/Ulk1/Pten/Smtnl1/Dyrk1a/Stk4/Prkx/Galnt4/Camk2d/Arrb1/Mapk14/Ilk/Plk2/Tek/Rassf2/Pink1/Prkd2/Nrxn1/Smad7/Angpt1"
"BP","GO:0006835","dicarboxylic acid transport",98,0.410505090141554,1.54549702251318,0.00481451514602938,0.0402338127146468,0.0317176788371739,2756,"tags=31%, list=15%, signal=26%","Slc17a8/Slc1a1/Lrp2/Dtnbp1/Slc25a12/Abcc8/Slc1a2/Ntrk2/Slc16a1/Slc1a5/Grik1/Trpv1/Kcnj8/Abcc2/Grin2b/Bdnf/Slc22a6/Slc7a13/Slc26a7/Ttyh2/Slc1a3/Slc17a6/Syt4/Slc13a3/Adora1/Il1rn/Grm7/Slc3a1/Npy5r/Slc19a1"
"BP","GO:0002335","mature B cell differentiation",43,-0.403784526900295,-1.6468370296903,0.00482397830992205,0.040271248680248,0.0317471908782604,2525,"tags=40%, list=14%, signal=34%","Dpp4/Phf14/Plcl2/Notch2/Bcl6/Tnfaip3/Lgals8/Bcl3/Ptk2b/Nfatc1/Mfng/Rag2/Nfkbiz/Il2rg/St3gal1/Nkx2-3/Itm2a"
"BP","GO:1902743","regulation of lamellipodium organization",47,-0.40719318474672,-1.69422233518204,0.00482913685705143,0.0402727089182999,0.0317483420334314,2157,"tags=32%, list=12%, signal=28%","Fscn1/Cyfip1/Bin3/Pik3r1/Wasf2/Coro1c/Coro1b/Abi2/Cd44/Cdc42/Atp7a/Rac1/Abi3/Nckap1/Aqp1"
"BP","GO:0001787","natural killer cell proliferation",15,-0.619967721540492,-1.92482590090191,0.00484032716117391,0.0403244162777798,0.0317891046982361,1589,"tags=47%, list=9%, signal=43%","Jak2/Il18/Elf4/Il15/H2-T23/Slamf1/Stat5b"
"BP","GO:0071772","response to BMP",136,-0.284116767743476,-1.43897254321453,0.00488312865882525,0.0405972867201305,0.0320042177206091,2121,"tags=23%, list=12%, signal=20%","Notch2/Ror2/Atf2/Crim1/Bmpr2/Bmp4/Smad5/Tob1/Ddx5/Lemd2/Ski/Smad1/Sfrp1/Spint1/Rgmb/Skil/Notch1/Rbpms2/Tcf7l2/Smad4/Runx2/Smurf2/Gdf3/Nfia/Ilk/Fstl1/Hes1/Eng/Egr1/Smad7/Tgfbr3"
"BP","GO:0071773","cellular response to BMP stimulus",136,-0.284116767743476,-1.43897254321453,0.00488312865882525,0.0405972867201305,0.0320042177206091,2121,"tags=23%, list=12%, signal=20%","Notch2/Ror2/Atf2/Crim1/Bmpr2/Bmp4/Smad5/Tob1/Ddx5/Lemd2/Ski/Smad1/Sfrp1/Spint1/Rgmb/Skil/Notch1/Rbpms2/Tcf7l2/Smad4/Runx2/Smurf2/Gdf3/Nfia/Ilk/Fstl1/Hes1/Eng/Egr1/Smad7/Tgfbr3"
"CC","GO:0005583","fibrillar collagen trimer",11,0.70368259288123,1.70834620750493,0.00492170242495074,0.0408339602628613,0.0321907954996238,1328,"tags=45%, list=7%, signal=42%","Col27a1/Col11a1/Col3a1/Col2a1/Col1a1"
"CC","GO:0098643","banded collagen fibril",11,0.70368259288123,1.70834620750493,0.00492170242495074,0.0408339602628613,0.0321907954996238,1328,"tags=45%, list=7%, signal=42%","Col27a1/Col11a1/Col3a1/Col2a1/Col1a1"
"BP","GO:0006750","glutathione biosynthetic process",13,0.693189208285083,1.77100052638104,0.00495724985819475,0.0410867036964839,0.0323900417185367,454,"tags=31%, list=2%, signal=30%","Mgst2/Slc1a1/Nfe2l2/Slc1a2"
"MF","GO:0022851","GABA-gated chloride ion channel activity",15,0.67212765739877,1.772027222155,0.00497372276186614,0.041180997580574,0.0324643767847432,3403,"tags=67%, list=19%, signal=54%","Gabrg2/Gabrb2/Gabra1/Gabrg3/Gabra5/Gabrp/Gabrb3/Gabrb1/Gabra6/Gabrg1"
"BP","GO:0045638","negative regulation of myeloid cell differentiation",84,-0.328139937899799,-1.58415032856595,0.00498421659817835,0.0412256441452193,0.0324995731855577,2586,"tags=29%, list=14%, signal=25%","Hmgb3/Gpr171/Klf13/Ctnnb1/Il4/Myb/Hoxa5/Ubash3b/Zfp36l1/Tcta/Pik3r1/Sfrp1/Ptk2b/Trib1/Lyn/Inpp5d/Prdm16/Zfp36/Stat5a/Pf4/Stat5b/Lmo2/Meis1/Gata2"
"BP","GO:1903489","positive regulation of lactation",10,0.724379306573335,1.70965134316023,0.00503523641545277,0.0416050567211389,0.0327986769845228,5050,"tags=100%, list=28%, signal=72%","Prl2c5/Xbp1/Prl7a1/Prl8a6/Prl7c1/Prl5a1/Prl2c1/Prl8a8/Prl6a1/Prl"
"BP","GO:0061323","cell proliferation involved in heart morphogenesis",14,-0.639442340423061,-1.94538493926713,0.00513578986523504,0.0423925616965928,0.0334194938599027,2461,"tags=50%, list=13%, signal=43%","Ctnnb1/Bmpr2/Notch1/Pitx2/Smad4/Eya1/Hes1"
"BP","GO:0060765","regulation of androgen receptor signaling pathway",26,-0.479080822552336,-1.75899222915681,0.00515193877532642,0.042482466574911,0.0334903689240338,2978,"tags=46%, list=16%, signal=39%","Pias2/Ncor2/Rnf14/Ep300/Ddx5/Sfrp1/Hdac1/Sirt1/Pten/Prmt2/Zbtb7a/Kdm5d"
"BP","GO:0072073","kidney epithelium development",132,-0.282350059334007,-1.4159254782932,0.00521719377435615,0.042976700194263,0.0338799900449631,1228,"tags=18%, list=7%, signal=17%","Smad1/Sfrp1/Gzf1/Cd34/Cd44/Notch1/Pkd1/Cat/Smad4/Rarb/Spry1/Maged1/Epha7/Cd24a/Ilk/Pbx1/Eya1/Hes1/Mef2c/Basp1/Aqp1/Sdc4/Smad7/Sdc1"
"BP","GO:0010544","negative regulation of platelet activation",16,-0.583261830759536,-1.85452377446661,0.00524089985297354,0.043128015999877,0.0339992774254431,2197,"tags=44%, list=12%, signal=39%","Tmx1/Ubash3b/Sh2b3/Cd9/Gp5/Prkg1/Apoe"
"BP","GO:0061384","heart trabecula morphogenesis",30,-0.455147934700647,-1.70245467383497,0.00527033342064486,0.043282077614056,0.0341207294199216,1861,"tags=30%, list=10%, signal=27%","Ube4b/Dll4/Nfatc1/Heg1/Notch1/Tek/Eng/S1pr1/Tgfbr3"
"BP","GO:0019827","stem cell population maintenance",196,-0.249512584732187,-1.33328552041712,0.00526646524245924,0.043282077614056,0.0341207294199216,1250,"tags=13%, list=7%, signal=12%","Ski/Crebbp/Sfrp1/Hdac1/Kat6a/Bcl9l/Notch1/Tcf7l2/Actb/Med10/Ogt/Zfp36l2/Sox4/Jmjd1c/Prdm16/Dpf2/Tal1/Stat3/Tcf15/Foxo1/Trim8/Hes1/Smarca2/Kit/Klf10/Gata2"
"BP","GO:0002719","negative regulation of cytokine production involved in immune response",31,-0.458972239323273,-1.74408979798354,0.0053153790054367,0.0436076931400345,0.0343774231802328,1749,"tags=29%, list=10%, signal=26%","Bcl6/Hmox1/Atg9a/Jak3/Nlrx1/Irak3/Slamf1/Smad7/Angpt1"
"MF","GO:0052866","phosphatidylinositol phosphate phosphatase activity",25,-0.511707166479256,-1.85816155863403,0.00535318826534067,0.043873341148294,0.0345868425129088,2158,"tags=52%, list=12%, signal=46%","Mtm1/Mtmr4/Inpp5e/Sacm1l/Synj2/Inpp5b/Mtmr1/Mtmr6/Inpp5d/Inpp5k/Mtmr3/Pten/Ocrl"
"BP","GO:0046626","regulation of insulin receptor signaling pathway",75,-0.33546499590991,-1.54308613410394,0.00536578713851477,0.0438875767877914,0.0345980649502359,2198,"tags=35%, list=12%, signal=31%","Mzb1/Sesn3/Ctsd/Zbtb7b/Gsk3b/Slc27a4/Ptpre/Zfp592/Prkaa1/Pip4k2c/Osbpl8/Tns2/Gnai2/Sorbs1/Nck1/Sirt1/Mfn2/Ogt/Adipor1/Inpp5k/Prkcq/Pip4k2a/Marcks/Rela/Blvrb/Grb10"
"CC","GO:0001726","ruffle",186,-0.25720446703314,-1.37871292324916,0.00536399237657885,0.0438875767877914,0.0345980649502359,2835,"tags=31%, list=15%, signal=26%","Eef1a1/Abl1/Itgb1/Apc/Bloc1s6/Iqgap1/Clip1/Pacsin1/Wipf1/Rab22a/Arhgef2/Rab5a/Fscn1/Cyfip1/Arf6/Synj2/Pde9a/Myadm/Itga5/Psd/Samsn1/Als2/Klhl2/Rhoa/Tln1/C2cd5/Arf4/Cyth3/Spry2/Myo1c/Wasf2/Myo9b/Coro1c/Psd4/Acap2/Rock1/Ppp1r9b/Atp6v1b2/Arhgap1/Notch1/Mtmr6/Pip5k1c/Rac1/Inpp5k/Tmod3/Itgb3/Sh3bgrl3/Eps8l1/Arhgap18/Kcnn4/Pdlim7/Cttn/Capg/Plcg1/Tlr4/Plek/Nckap1"
"MF","GO:0031624","ubiquitin conjugating enzyme binding",29,-0.481757464459556,-1.79797799256233,0.00539960641748496,0.0441051449633107,0.0347695813204406,4572,"tags=66%, list=25%, signal=49%","Dcun1d2/Rnf180/Rnf19b/Ankib1/Rnf4/Rnf40/Arih1/Zmym2/Siah1a/Dcun1d3/Traf6/Rnf14/Tollip/Rnf19a/Arih2/Dcun1d1/Siah2/Rnf125/Rnf144a"
"MF","GO:0031402","sodium ion binding",11,0.699631208684248,1.69851057010523,0.00541114874023238,0.0441051449633107,0.0347695813204406,1434,"tags=55%, list=8%, signal=50%","Scn3a/Scn8a/Scn1a/Scn9a/Slc6a4/Slc34a2"
"BP","GO:0086091","regulation of heart rate by cardiac conduction",32,0.534428786483894,1.67587401343079,0.0054196768900591,0.0441051449633107,0.0347695813204406,5165,"tags=50%, list=28%, signal=36%","Dsp/Cacna1c/Ank2/Scn4b/Dsc2/Scn2b/Cacna1d/Scn5a/Ctnna3/Cacna2d1/Ace/Kcne2/Kcne1/Hcn4/Kcnj2/Bin1"
